Pulse;Camera;Time;Category;Comments
96939;KLDT-E5WE;49,5873;UFOs;Small UFOs. Also at 49.70080 (Wall) and at 49.75530 (Flying from divertor)
96939;KLDT-O5WB;48,85988;UFOs;UFOs probably coming from NPL 3B, but I could not see them in any other camera.
96928;KLDT-O5WB;48,81;UFOs;"Something falling from the upper dump plate at 48.8 s and 51.37 s; also seen by KLDT-E5WD (Be II filter, but could also be titanium which has some spectral lines in the wavelength range of the filter) but not by the protection cameras"
96902;KLDT-E5WC;56,935;UFOs;two small ufos circling the vessel after disruption
96901;KL7-E8WB;64,8;UFOs;small UFO skirts lower outer wall after disruption
96896;KLDT-O5WB;49,57324;UFOs;UFO dropping from mushrooms
96893;KL11-P1DB;48,33798;UFOs;Few UFO's seen from 48.33798s
96893;KL11-P1DB;42,11847;UFOs;Few UFO's seen from 42.11847s to 43.23839s
96893;KLDT-O5WB;42,17247;UFOs;Quite big UFO seen on T8
96892;KL11-P1DB;50,43786;UFOs;UFO flying on T4
96892;KLDT-O5WB;48,88287;UFOs;Some UFO's dropping down from mushrooms
96892;KL11-P1DB;48,63799;UFOs;Some UFO's flying on T4 and T5
96891;KL11-P1DB;54,42578;UFOs;Small UFO flying from T8 to T6
96890;KLDT-O5WB;47,91521;UFOs;Quite big UFO dropping down from mushrooms
96889;KL11-P1DB;56,95738;UFOs;Lots of UFO's just after floppy disruption
96888;KLDT-P5TB;57,43891;UFOs;small UFO just before disruption
96885;KL11-P1DB;48,57796;UFOs;Looks like UFO is flying from T4 to T6
96878;KL7-E8WB;51,62;UFOs;Single blob falling from the top starting at this time.
96878;KLDT-E5WC;50,978;UFOs;Single small blob seen falling from the top (play video from this time).
96875;KL1-O4WB;49,30214;UFOs;Bright flash from top of the machine near the mushrooms.
96867;KL7-E8WB;49,72;UFOs;Small UFO from ILA grid middle part
96866;KL1-P4DB;48,45;UFOs;UFOs from the inner divertor Tile 0 seeing also on KL11-E1DF with Be filter
96865;KL7-E8WB;51,3;UFOs;UFO from the upper part of the vessel between 51.3-51.39s
96865;KLDT-E5WC;51,3;UFOs;UFO flying from the outer wall 51.3-51.32s
96861;KLDT-O5WB;50,3143;UFOs;They look like coming from divertor, Impressive ufos also seen on KL11- P1DB.
96861;KL11-P1DB;50,1379;UFOs;Impressive UFOs from Divertor during ohmic DIMPLe clean up pulse.
96860;KLDT-E5WC;49,25;UFOs;"Little flying UFOs from the top (UDP, Sausages??). They last until
49.9 seconds."
96860;KL7-E8WB;49,16;UFOs;UFOs soon after disruption probably from limiter 8B. Cloud finishes at 50.02
96860;KL11-P1DB;49,21;UFOs;UFOs soon after disruption
96857;KL7-E8WB;53,76;UFOs;UFO moving from the UDP (?) to the divertor. Not seen on the divertor.
96855;KL11-P1DB;47,69903;UFOs;Lots of UFO's just before and after disruption
96852;KL11-P1DB;48,17901;UFOs;Few UFO's during and after disruption
96851;KL11-P1DB;44,51923;UFOs;small UFO and at 50.3989 seen another one
96850;KLDT-O5WB;48,15905;UFOs;small UFO's seen on divertor seen also on the camera KL11-P1DB at 48.43s
96834;KLDT-O5WB;46,08345;UFOs;Unusual blue flash apparently on inboard.
96824;KLDT-O5WB;53,88198;UFOs;Very brught flash at top of machine. Numerous other flashes during the pulse.
96820;KLDT-O5WB;51,57034;UFOs;Bright flash on outer wall. Numerous other hotspots on ops cam during pulse.
96818;KLDT-O5WB;43,74;UFOs;Blue-ish shades and UFOs soon after, just before end of the pulse. Also seen on KLDT-E5WD.
96817;KL11-P1DB;42,73;UFOs;Also seen on KLDT-E5WB
96817;KLDT-E5WD;42,69;UFOs;From outer wall. Probably Berillium.
96817;KLDT-O5WB;42,69;UFOs;From outer wall.
96815;KLDT-E5WD;43,82;UFOs;Impresssive UFOs until the end of the pulse.
96815;KLDT-O5WB;43,82;UFOs;Impresssive UFOs until the end of the pulse.
96815;KL11-P1DB;41,13;UFOs;UFOs starting at 41.13 and lasting until the end of the pulse.
96805;KLDT-O5WB;50,36472;UFOs;frame 308
96799;KLDT-E5WC;50,455;UFOs;Slow-moving UFO of unknown origin right in front of mirror box, BEFORE disruption.
96793;KL11-P1DB;49,458;UFOs;Last heated cleanup pulse - still very large amounts of Be bits but pulse goes through.
96792;KL11-P1DB;50,158;UFOs;Ohmic DiMPLe - still lots of Be bits bits but the pulse survives.
96791;KL11-P1DB;41,7895;UFOs;Another cleanup pulse - again large amount of Be particles from divertor leading to dosruption.
96789;KL7-E8WB;41,54;UFOs;Huge amount of Be bits flying off the divertor - pulse does not survive long due to this.
96788;KL7-E8WB;50,12;UFOs;Huge cloud of UFOs coming from the outer wall (approx. WOPL 8D)
96788;KLDT-E5WC;50,42;UFOs;Still some UFOs from 4B but fewer than in 96782. UFOs also seen in KL7E8WB.
96783;KLDT-O5WB;46,176;UFOs;Pulse fails early due to particles probably Be from previous disruption. See also KL11-P1DB - lots of UFOs
96782;KLDT-E5WC;50,07;UFOs;Snow of UFOs (some of them very big) after the disruption
96777;KLDT-E5WE;47,0074;UFOs;Bits coming off limiter 4D again, also seen by op cam.
96774;KL11-P1DB;41,698;UFOs;Various divertor UFOs leading to failed plasma.
96773;KL11-P1DB;47,35814;UFOs;UFOs from the divertor
96771;KL11-P1DB;48,87798;UFOs;There is, at t= 48.87798 s, a large UFO from the divertor. This happens just before the disruption.
96769;KL11-P1DB;50,61;UFOs;UFOs from Tile 7.
96767;KLDT-P5TB;45,0;UFOs;Stuck UfO between stack B and C of tile 5, heating up during the pulse duration and eventually disappearing.
96767;KL11-P1DB;46,11;UFOs;Fireworks of UFOs from tile6 at 46.11, 47.29 and 47.41 seconds.
96766;KL11-P1DB;41,5;UFOs;UFOs departing from tile 6 and flying around both the divertor legs. This is probably the cause of flashing lights seen by the SL from the OpCams.
96766;KLDT-P5WA;43,0;UFOs;UFO departing from the outer divertor leg (coming probably from tile 6 as the KL11-P1DB camera shows at 41.57
96766;KLDT-P5TB;41,45;UFOs;UFOs departing from tile 5 stack C and later (at 41.78 sec) from stack D as well.
96765;KL11-P1DB;48,09;UFOs;Few UFOs arising from tile 6.
96756;KL11-P1DA;46,00112;UFOs;Particle flying vertically upwards frame: 452
96749;KLDT-O5WB;49,25449;UFOs;some blue light seen on the top for several frames
96749;KL11-P1DB;52,0577;UFOs;Some UFO's from tile 4 seen also at 49.297
96741;KLDT-O5WB;52,51378;UFOs;UFO - tungsten
96735;KLDT-O5WB;55,10964;UFOs;Spectroscopy suggests 316 stainless steel
96731;KL11-P1DB;49,097;UFOs;Few UFO's from tile 4
96693;KLDT-O5WB;50,69865;UFOs;UFOs possibly from NB4, spectroscopy shows many impurities
96678;KLDT-O5WB;49,02477;UFOs;Outer wall UFO, one frame only
96664;KL11-P1DB;52,91766;UFOs;UFO
96664;KLDT-O5WB;48,76955;UFOs + Ti event;UFO at 48.76955, and Ti event at 51.33.
96655;KLDT-O5WB;58,8755;UFOs;UFO from outer limiter as seen in many high power pulses last year.
96647;KLDT-O5WB;40,30145;UFOs;Single frame UFO also seen on KLDT-E5WD with a Be filter so  might be berillium. Temperatures look OK on protection camera KLDT- P5WA
96611;KLDT-O5WB;40,58;UFOs;"Bright flash at the top of the vessel; also faintly seen during one frame by KLDT-P5WA"
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;82,052;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;51,11678;UFOs;Small UFO above the divertor for one frame
96579;KLDT-O5WB;51,11678;UFOs;Small UFO above the divertor for one frame
96559;KLDT-E5WD;41,7125;UFOs;Lots of Be bits flying around early in the pulse.
96542;KLDT-O5WB;49,31;UFOs;Same as 96541
96541;KLDT-O5WB;51,53355;UFOs;Particle influx coming out from near the outer limiter -Ivor could not identify element
96538;KLDT-O5WB;55,00052;UFOs;Bright UFO coming from the top limiter of the RF antenna. Followed by a bright flash on wOPL_4D.
96532;KL11-P1DB;49,91789;UFOs;Large UFO coming from the outer lower part of the machine (divertor?) shortly after some UFOs are seen flying out from oct8 beam duct by KL1-O8WA (at 49.80044s)
96532;KLDT-O5WB;40,84518;UFOs;Very focused Berylium UFO coming from the outboard side.
96495;KLDT-O5WB;50,95;UFOs;Again lots of UFOs throughot the pulse and lots of Titanim seen at the top of the vessel.
96493;KLDT-O5WB;48,4646;UFOs;UFOs flying from outer wall close to WOPL 4D
96493;KLDT-O5WB;48,45;UFOs;Again lots of UFOs in the main chamber thoughout the pulse.
96492;KLDT-O5WB;50,54;UFOs;Massive UFO close to 4D limiter. Many UFOs starting at 48 sec, which is the same time as kiks start.
96491;KLDT-O5WB;48,13;UFOs;Again, lots of UFOs for longer than one second.
96490;KLDT-O5WB;47,52;UFOs / Disruption;UFOs throughout the pulse, mainly from outer wall, until the disruption.
96489;KLDT-O5WB;47,81;UFOs;Lots of UFOs throughout the pulse.
96456;KLDT-O5WB;47,96182;UFOs;Flash on ops cam.
96456;KLDT-O5WB;47,96182;UFOs;Ugly hot flash on ops cam - watch several frames.
96451;KLDT-O5WB;51,08737;UFOs;UFO moving apparently from dump plate
96451;KLDT-O5WB;50,16667;UFOs;Lrge UFO coming out of 4D OPL for 2 frames
96451;KLDT-O5WB;48,92566;UFOs;Lrge UFO coming out of 4D OPL for 7 frames
96450;KLDT-O5WB;50,59624;UFOs;UFO for 3 frames
96450;KLDT-O5WB;49,91578;UFOs;UFO around reionizaation plate Oct 4 for ~7 frames
96444;KLDT-O5WB;54,07855;UFOs;UFO at the left edge of the field of view moving downwards for 5 frames
96444;KLDT-O5WB;51,19607;UFOs;Small UFO coming out of NPL 3B or LHCD antenna, 2 pulses
96442;KLDT-O5WB;53,8185;UFOs;Large UFO making the plasma go purple and quickly disrupt.
96442;KLDT-O5WB;48,7746;UFOs;"Another instance of horrible things happening at the edge of antenna B
/ nPL 3B."
96442;KLDT-O5WB;48,094;UFOs;Very large Ti blob from the top. Several more later in the pulse.
96435;KLDT-O5WB;49,329;UFOs;"A series of extremely horrible looking events on the edge of antenna B / nPL 3B; lots of bits seen coming off on high speed, very bright on opcam. Also affects limiter 4D. First event at 48.929s, ""main"" event at 49.329s."
96432;KLDT-O5WB;50,054;UFOs;Large UFO in main chamber, doesn't seem to affect the plasma at all.
96431;KLDT-O5WB;46,925;UFOs;Series of blue UFOs, look like from outer limiters.
96430;KL1-O4WB;53,46;UFOs / Titanium;UFO lasting several frames. Looks like Titanium.
96430;KLDT-O5WB;53,51;UFOs;UFO lasting several frames. UFOs at the same time seen from KL1- O4WB.
96426;KLDT-O5WB;49,0696;UFOs (Berillium??;UFO near NPL 2D. Also seen from KLDT-E5WD.
96425;KLDT-O5WB;47,72;UFOs;Ufos from octant 4 for 3 frames, more at 48.28 not sure from where. And another one at 49.24 which seems coming from NPL (Berillium, also seen on KLDT-E5WD). And another one at 52.77 which seems coming from NPL (Berillium, also seen on KLDT-E5WD). One more at 54.13.
96425;KL12-O1WC;51,41;UFOs;From VUV spectroscopy it looks like there is Copper and Krypton
96395;KLDT-O5WB;54,5;UFOs;Frame: 413, Droplet of magnesio oxide (ceramic) falling from the top of the antena or the top and falling onto Antena B and causing a cascade of droplets
96393;KLDT-O5WB;43,749;UFOs;UFO at tile 8 frames 143-147. Looks like a particle came off the tile, split into 3 and moved upstream out of the field of view
96369;KLDT-O5WB;53,74;UFOs;Localised UFOs from Tile 8 on 2 frames
96363;KLDT-O5WB;48,4;UFOs;UFO comming from the middle of the NPL
96363;KLDT-O5WB;41,23;UFOs;UFO (Be) comming from the upeer dump plates close to UIWP
96362;KLDT-O5WB;54,59;UFOs;Big UFO comming from the LH frame lands on NPL and then went down from 54.59 to 54.91s (8 frames)
96361;KLDT-E5WD;54,85;Hotspots;Apparently material coming out of the lower corner of ILA --> Be signal in spectroscopy observed as well
96347;KLDT-O5WB;53,36;UFOs;Another apparently Ti UFO but from the lower outboard side.
96347;KL1-O8WA;47,108;UFOs;Very large Ti UFO near the top around Octant 2. Aldo seen by KLDT-O5WB.
96344;KLDT-O5WB;50,11599;UFOs;UFO's from wOPL
96343;KLDT-O5WB;52,57129;UFOs;UFO seen on inner wall (probably Cu)
96343;KLDT-O5WB;50,60988;UFOs;UFO from wOPL
96341;KLDT-E5WD;48,94132;UFOs;Ufo from inner wall next to IWGL
96341;KLDT-E5WD;47,53964;UFOs;UFO from wOPL
96341;KLDT-E5WD;47,49963;UFOs;UFO just above ICRH
96341;KLDT-E5WD;46,97947;UFOs;UFO from nPL
96340;KLDT-O5WB;48,79809;UFOs;UFO's from wOPL
96340;KLDT-O5WB;47,23629;UFOs;UFO's from wOPL (2 frames) seen also 47.4770 and by KLDT-E5WD
96340;KLDT-O5WB;46,79652;UFOs;UFO on UDPT
96340;KLDT-O5WB;46,79652;UFOs;UFo on nPL seen also at 47.71730 and also by KLDT-E5WD
96339;KLDT-O5WB;48,13579;UFOs;UFO from UDPT
96339;KLDT-O5WB;47,21559;UFOs;UFO from wOPL seen also at 47.81605 and 47.735 and seen also by KLDT-E5WD
96339;KLDT-O5WB;46,77531;UFOs;UFO from ICRH seen also at 47.615 and 47.735 and seen also by KLDT- E5WD
96338;KLDT-O5WB;53,02741;UFOs;Big two UFO's from wOPL seen also by KLDT-E5WD
96338;KLDT-O5WB;49,82488;UFOs;UFO from nPL and repeated in 50.02503sec seen also by KLDT- E5WD
96338;KLDT-O5WB;48,4638;UFOs;UFO from nPL seen also by KLDT-E5WD
96338;KLDT-O5WB;49,58467;UFOs;UFO from wOPL
96338;KLDT-O5WB;47,50306;UFOs;UFO from WOPL
96338;KLDT-O5WB;47,30292;UFOs;UFO from ICRH B
96338;KL11-P1DB;46,5781;UFOs;UFO from tile 6
96337;KL11-P1DB;43,83833;UFOs;UFO from tile 1?
96335;KL11-P1DB;48,37796;UFOs;UFOs from inner divertor
96334;KL11-P1DB;50,05784;UFOs;UFO Impact with Tile 5
96332;KLDT-O5WB;48,91693;UFOs;Blue UFO circling close to upper inner wall.
96331;KL11-P1DB;53,6376;UFOs;UFo from tile 6 hotspot
96331;KL11-P1DB;51,99773;UFOs;UFo from tile 6 hotspot
96331;KL11-P1DB;51,63775;UFOs;UFo from tile 6 hotspot
96330;KLDT-P5TB;54,11735;UFOs;UFOs from tile 6 hotspots
96330;KL11-P1DB;54,13754;UFOs;UFOs from tile 6 hotspots
96330;KL11-P1DB;52,79767;UFOs;UFOs from tile 6 hotspots
96330;KL11-P1DB;50,59783;UFOs;UFOs from tile 6 hotspots
96330;KL11-P1DB;51,9377;UFOs;UFOs from inner divertor
96327;KLDT-O5WB;50,89604;UFOs;Small UFO near 4D limiter
96325;KLDT-O5WB;53,6765;UFOs;Another UFO from near wOPL_4D
96324;KLDT-O5WB;55,72218;UFOs;A UFO originating behind wOPL_4D. Also seen by KLDT-P5WB, but is very dim.
96318;KLDT-O5WB;60,72886;UFOs;Small UFO seen also at KLDT-E5WD
96318;KL11-P1DB;47,17806;UFOs;UFO (4 frames)
96292;KL11-P1DB;62,21;UFOs;Lots of UFOS all around the divertor for several frames.
96289;KLDT-O5WB;46,83605;UFOs;Green UFO lasting one frame. Berillium maybe?
96272;KL1-O8WA;57,06;UFOs;Another UFO just prior to disruption disruption
96262;KL11-P1DB;45,9182;UFOs;UFOs in Tile 5
96261;KL11-P1DB;45,89;UFOs;UFO from the inner divertor during few miliseconds
96244;KL11-P1DB;62,63695;UFOs;Bunch of UFOs coming form the outer divertor tiles after the disruption.
96234;KLDT-O5WB;55,31827;UFOs;Bright spot at top of machine.
96234;KLDT-O5WB;54,43749;UFOs;Bright UFO from outer wall on Ops cam only. See also 54.83782s, 55.03806s
96229;KLDT-O5WB;43,46468;UFOs;Big cloud of UFOs on Ops cam
96227;KLDT-O5WB;55,84;UFOs;lots of UFOs just before disruption.
96226;KL11-P1DB;43,89;Disruption + UFOs;Lots pf UFOs from diveror just before disruption and for several frames after disruption.
96225;KLDT-E5WD;43,125;UFOs;Lots of UFOs at the end of the pulse. Lots of UFOS also seen on KLDT-O5WB.
96225;KLDT-O5WB;43,016;UFOs;Lots of UFOs at the end of the pulse. Lots of UFOS also seen on KLDT-E5WD.
96225;KL11-P1DB;43,21;UFOs;Lots of UFOs on the divertor at the end of the pulse. Lots of UFOS also in the main chamber seen from KLDT-O5WB and KLDT-E5WD.
96224;KL11-P1DB;42,13;UFOs;UFOs for several frames.
96223;KL11-P1DB;42,47;UFOs;Flying UFO from tile 9?
96220;KLDT-O5WB;48,61;UFOs;UFO close to the top of 4D limiter. Spectroscopu show some Tinatium at his time. Are there titanium components in that area?
96220;KL11-P1DB;53,15;UFOs;UFOs from tile 6 for several frames. SL also mentioned they can see there is tungsten in the plasma around this time.
96216;KLDT-O5WB;52,7793;UFOs;Myterious cloud of (glowing oragne?) bits just above the divertor after disruption.
96212;KL12-O1WC;48,555;UFOs;Large purple UFO for 1 frame near the top. Followed by a few smaller ones.
96209;KL1-O8WA;49,35808;UFOs;Large UFO, looks like from Oct 8 NBI duct (but spectroscopy doesn't see Cu?). Starts a chain of events which led to disruption.
96207;KL11-P1DB;47,96118;UFOs;UFO from T7
96205;KLDT-E5WD;46,925;UFOs;Lot of UFOs flying around the main chamber
96205;KL11-P1DB;47,39808;UFOs;Big UFO from T9?
96204;KLDT-E5WD;46,9375;UFOs;Lot os UFOs in main chamber spinning around
96202;KL11-P1DB;56,69735;UFOs;UFOs flying around the main chamber
96202;KL11-P1DB;48,09799;UFOs;UFOs from T5
96202;KL11-P1DB;46,99811;UFOs;UFOs spinning around seen also at KLDT-E5WD
96201;KL11-P1DB;53,95759;UFOs;Lot of UFOs after disruption from divertor region
96201;KL11-P1DB;51,49774;UFOs;UFOs from T6
96199;KL11-P1DB;51,05777;UFOs;Fireworks of UFOs from T5 and T6 seen also at KL2D-P8TB
96199;KL11-P1DB;46,91811;UFOs;Few UFOs spinning around and seen also at KLDT-E5WD
96198;KL11-P1DB;46,97807;UFOs;Few UFO's going around and seen at KLDT-E5WD
96197;KL11-P1DB;55,91744;UFOs;UFO from T8 after disruption
96197;KL11-P1DB;50,33782;UFOs;Few UFO's from T5 and T6
96197;KL11-P1DB;48,018;UFOs;UFO on T4?
96197;KL11-P1DB;46,95811;UFOs;Few UFO's going around and seen also at KLDT-E5WD
96194;KL11-P1DB;45,7381;UFOs;UFOs from 45.7381 sec onwards.
96193;KL11-P1DB;46,0;UFOs;UFOs from 46 sec onwards.
96192;KL11-P1DB;45,69817;UFOs;UFOs at 45.69817 sec from Tile 5 stack D.
96181;KL11-P1DB;46,17814;UFOs;Several UFOs in the divertor region, spinning around on KLDT-E5WD, KLDT-E5TA until the discruption.
96180;KLDT-E5WD;46,0375;UFOs;UFOs in the divertor region, seen also on KL11-P1DB.
96179;KL2D-P8TB;48,98132;UFOs;Several UFOs during the NBI heating (divertor tiles 5-6). Seen also on KL9B-E8TA at 49.17464s.
96179;KL11-P1DB;46,19817;UFOs;Several UFOs at the beginning of the pulse and during the NBI heating (divertor tiles 5-6) till the disruption.
96177;KL11-P1DB;47,0781;UFOs;UFO's from T6 seen also at 47.61803
96176;KL11-P1DB;43,15839;UFOs;UFO's -look like it's running around and seen also at the KLDT-E5WD
96176;KL11-P1DB;46,73809;UFOs;Small UFO from T6
96175;KLDT-O5WB;51,42947;UFOs;Two UFO's (two lights seen on REION4?) and also seen at KLDT- P5WA and KLDT-E5WD
96175;KL11-P1DB;52,87767;UFOs;UFO's from T6
96175;KL11-P1DB;50,55784;UFOs;UFO's from T5?
96175;KL11-P1DB;48,77794;UFOs;UFO's from T6
96175;KL11-P1DB;47,89801;UFOs;UFO's from T5
96174;KL11-P1DB;49,95789;UFOs;UFO's from T5 and T6 seen also at the KL2D-P8TB
96173;KL11-P1DB;49,95789;UFOs;UFO's from T6
96172;KLDT-E5WD;47,55;UFOs;UFO
96172;KL11-P1DB;55,09747;UFOs;UFO from T9
96172;KL11-P1DB;48,358;UFOs;UFO from T6
96172;KL11-P1DB;49,95789;UFOs;UFO from T5 and T6
96154;KL12-O1WC;44,96866;UFOs;UFO, lights up many wavelengths.
96125;KLDT-O5WB;63,04422;UFOs;UFOs before disruption frame 625-626
96124;KLDT-O5WB;63,2587;UFOs;UFOs before disruption, frame 630
96122;KLDT-O5WB;63,99437;UFOs;UFOs at frame 649 651-654 and hotspot due to disruption
96122;KL11-P1DB;60,85704;UFOs;UFOs from divertor tile 5, 8
96116;KL11-P1DB;47,41805;UFOs;Lot of UFO's
96114;KL11-P1DB;51,15781;UFOs;UFO from T6 and later at 53.07767 seen from T5D
96114;KL11-P1DB;48,23803;UFOs;UFO's from T3 also seen at 53.43764
96114;KL11-P1DB;47,49808;UFOs;UFO's from T5D and T6?
96113;KL11-P1DB;46,75814;UFOs;UFO's originating from T5D
96112;KL11-P1DB;47,37806;UFOs;"Lot of UFO's starting from time: 47.37806 (also seen at 49.177,
49.657 and 54.957)"
96112;KL11-P1DB;46,7781;UFOs;UFO from T5D
96108;KL11-P1DB;56,31742;UFOs;UFO originating from T6
96107;KL11-P1DB;55,29747;UFOs;UFO originating from T6
96104;KL11-P1DB;46,8381;UFOs;UFO's originating from T5
96102;KL11-P1DB;49,47;UFOs;Lots of UFOs from Tile 7 and 8 after disruption.
96101;KLDT-P5WA;48,55;UFOs;Hot spot almost above LH + not sure there is some sort of spraying at the same time visble selecting auto and DL on Juvil.
96099;KL11-P1DB;42,13;UFOs;UFOs again around DIV_M07T7B. One more @42.25.
96098;KL11-P1DB;41,57;UFOs;"Lots of UFOs lasting 1, 2 or 3 frames during this pulse. Starting @41.55, then @41.65, @41.73,
@47.43 and @52.33"
96098;KLDT-O5WB;44,55;UFOs;Small UFO at the bottom of Limiter 4B limiter. It does not seem to be Titanium.
96095;KL12-O1WC;59,89;UFOs;Lots of UFOs at the end of the plasma seen for few frames on this camera. From spectroscopy (T2I0) it looks like titanium.
96095;KLDT-O5WB;59,74;UFOs;Lots of UFOs at the end of the plasma for several frames.
96094;KL11-P1DB;60,05711;UFOs;Lots of UFOs at the end of the pulse from Tile 8. Many 1 or 2 frames UFOs during the pulse @41.87, @42.098, @46.59, @46.85, @58.31, @59.51.
96092;KL11-P1DB;49,73787;UFOs;UFO moving across the divertor from outer divertor to inner divertor. It lasts 2 frames
96076;KL11-P1DB;45,11825;UFOs;UFOs firework from the divertor tile 8 and 9, seen also at the KLDT- O5WB.
96072;KL11-P1DB;56,21739;UFOs;Beginning of fireworks started from the divertor tiles 8 and 9, extending on tiles 4-6 at the disruption.
96070;KL11-P1DB;41,45849;UFOs;"Several debris in divertor region at the beginning of the pusle, observable also for pulses
96071-96074."
96070;KL11-P1DB;41,45849;UFOs;Several debris in divertor region at the beginning of the pusle.
96067;KLDT-O5WB;49,96967;UFOs;Ti from pickup coil near UDPT
96064;KL11-P1DB;45,73818;UFOs;The beginning of a nice Divertor firework display
96055;KL11-P1DB;46,11818;UFOs;Lots of debris in Divertor for this and subsequent pulses, during start phase.
96051;KL11-P1DB;41,83849;UFOs;UFOs from divertor T6.
96049;KL11-P1DB;45,9318;UFOs;UFOs from Tile 5 stack C. More UFOS seen from the same camera before disruption.
96048;KL11-P1DB;48,93;UFOs;UFOs coming from divertor for several frames starting from 48.93 until 49.47.
96045;KLDT-O5WB;44,21642;UFOs;UFO falling from ceiling
96045;KL11-P1DB;50,7378;UFOs;Fireworks from tiles B and C
96044;KL7-P8WA;48,57798;UFOs;Big UFO at disruption - 2nd view
96044;KLDT-P5WA;48,58306;UFOs;Big UFO at disruption
96042;KL11-P1DB;51,25776;UFOs;Explosive looking UFOs coming from divertor only one frame
96041;KL11-P1DB;50,41782;UFOs;UFOs come from hotspot, not on an ROI
96040;KL11-P1DB;50,85779;UFOs;fireworks from tiles B and C during disruption
96040;KLDT-O5WB;50,21958;UFOs;UFO drops from ceiling. (2 frames)
96040;KLDT-O5WB;49,25874;UFOs;UFO drops from ceiling. (1 frame)
96040;KLDT-O5WB;47,6575;UFOs;UFO drops from ceiling. (2 frames)
96040;KLDT-O5WB;42,93349;UFOs;UFO at midplane near WOPL (4 frames)
96039;KLDT-O5WB;50,98818;UFOs;Various single frame UFOs. This one lasts a few frames
96039;KLDT-O5WB;48,82657;UFOs;Something falling from ceiling near lower hybrid
96038;KL11-P1DB;51,31779;UFOs;UFOs from tiles 7&8 during disruption
96032;KL11-P1DB;54,65751;UFOs;A bunch of UFOs from tiles 5 and 6 starting at 54.65751s.
96025;KL11-P1DB;47,57803;UFOs;A lot of UFOs during the whole first session pulse.
96021;KLDT-O5WB;49,06431;UFOs;A red UFO falls from the roof, ending in a white flash.
96017;KLDT-O5WB;49,98018;UFOs;Flash mostly on one frame at top of machine. Visible on KLDT-O5WB at 49.946
96017;KLDT-O5WB;49,38594;UFOs;Numerous flashes visible on Ops cam over a long period.
96017;KL11-P1DA;53,12067;UFOs;Heavy UFOs in divertor zone during and after disruption
96012;KLDT-O5WB;48,4448;UFOs;Bright flash - also visible on BeII filter.
96003;KL11-P1DB;57,65728;UFOs;UFOs from the divertor tiles 6-8, seen also on KL2D-P8TB, KLDT- P5TB.
96002;KLDT-O5WB;54,04723;UFOs;A lot of UFOs, seemed to start from WOPL. More details are seen on KLDT-E5WD.
96000;KLDT-E5WD;51,71;UFOs;Record NBI 31.4 MW. Disruption released a lot of parcticles from the divertor Tile 7
95998;KL11-P1DB;48,5579;UFOs;UFO events on Tiles 1 and 6
95992;KL11-P1DB;59,45;Disruption + UFOs;Ufos from tile 8 and 9 soon after distruption lasting several frames.
95992;KL11-P1DB;51,877;UFOs;Ufos from tile 5 stack C.
95990;KL11-P1DB;49,07795;UFOs;UFOs from tile 5 stack D and tile 6. UFO also seen at 44.37827 sec.
95987;KL11-P1DB;41,47852;UFOs;Lot's of UFO's till frame 258
95986;KL11-P1DB;46,33813;UFOs;A few UFO's from tiles 5 and 6
95985;KL11-P1DB;46,53811;UFOs;UFO originating in T5
95980;KL11-P1DB;45,07825;UFOs;Small one
95974;KL11-P1DB;41,53848;UFOs;Several UFOs throughout the pulse from tiles 6, 7, 8 till 48.557s.
95972;KL11-P1DB;41,45849;UFOs;Some UFOs at the beginning of the pulse.
95971;KL11-P1DB;46,958;UFOs;Several UFOs are splattered from T6, also at 47.198s.
95970;KL11-P1DB;46,6981;UFOs;A few UFOs were observed at 46.6981 (within 1 frame) and later starting from 47.498s.
95964;KLDT-O5WB;49,07229;UFOs;Beryllium particle emanates from the nPL_3B and bursts into the plasma. Also seen by KLDT-E5WD.
95962;KLDT-P5WA;47,97317;UFOs;UFO detaching from nPL_3B and scattering into the plasma, featured in 3 frames of KLDT-O5WB and a few on KLDT-E5WD.
95945;KLDT-O5WB;52,77;UFOs;Frame: 369. They can be seen near on the WOPL
95934;KLDT-P5WA;58,37;UFOs;Falling from the top
95934;KLDT-O5WB;58,47;UFOs;From divertor over two frames
95927;KLDT-O5WB;50,50106;UFOs;Ti from what seems to be Oct 4 Duct.Two more can be seen later.
95913;KL11-P1DB;42,29843;UFOs;Continuous sequence of UFOs lasting from 42 to 45s - better visible on KLDT-E5WD.
95902;KLDT-O5WB;50,87;UFOs;Possibly Titanium, also at 50.63
95899;KLDT-O5WB;52,322;UFOs;also @ 53.36, 53.56 and 54.48, also visble in KLDT-P5WA
95890;KL11-P1DB;47,15809;UFOs;Several UFOs seen till 48.33797s.
95881;KL11-P1DB;46,858;UFOs;A few UFOs were observed starting from 46.858s.
